SiteNumber,CollectionDate,StartTime,SampleTypeCode,SiteName,CollectionYear,CollectionMonth,CollectionDayOfYear,BioDataTaxonName,BioDataShortName,BenchTaxonName,BenchTaxonNameReferenceCode,BenchTaxonNADEDID,NumberOfCellsCounted,NumDiaCellsCounted_LiveOrDead,ProportionExamined,NormalizedCellCount,AdjLabCount,BiovolumePerCell_um3,BiovolumePerCellMethod,TaxonRecordSource,IdentificationEntity,LabTaxonID,PublishedTaxonNameLevel,PublishedTaxonName,PublishedTaxonNameAuthority,ScientificName,Group,AlgalGroup,Phylum,Class,Order,Family,Genus,Species,Variety,Form,TaxonVersionNumber
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Phormidium,PHO,Phormidium sp.,,890025,77,,0.00000234,77,32905983,83.02083104,taxon average,Academy of Natural Sciences of Drexel University,ANSP,890025,Genus,Phormidium,,Phormidium,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia soratensis,,Nitzschia soratensis,MoralesVis 2007 Fig 253-256,,,122,0.00000234,87,37351703,11714,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1772,Species,Nitzschia soratensis,,Nitzschia soratensis,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia soratensis,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Leptolyngbya,LEL,Leptolyngbya sp.,,863016,98,,0.00000234,98,41880342,5.445100815,taxon average,Academy of Natural Sciences of Drexel University,ANSP,863016,Genus,Leptolyngbya,,Leptolyngbya,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Rhoicosphenia abbreviata,ROabbre,Rhoicosphenia abbreviata,KandL-B 2/1 Pl 91 Fig 20-28,57002,,18,0.00000234,13,5510907,329.6211146,taxon average,Academy of Natural Sciences of Drexel University,ANSP,57002,Species,Rhoicosphenia abbreviata,(Agardh) Lange-Bertalot,Rhoicosphenia abbreviata (Agardh) Lange-Bertalot,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Rhoicosphenia,Rhoicosphenia abbreviata,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Cocconeis pediculus,CCpedcls,Cocconeis pediculus,KandL-B 2/4 Pl 57 Fig 1-4,16011,,2,0.00000234,1,612323,3493.280817,taxon average,Academy of Natural Sciences of Drexel University,ANSP,16011,Species,Cocconeis pediculus,Ehrenberg,Cocconeis pediculus Ehrenberg,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Cocconeis,Cocconeis pediculus,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Encyonema minutum,ECminutu,Encyonema minutum,Krammer 1997 T1 Pl 6 Fig 19-27 Pl 25 Fig 1-10,110004,,7,0.00000234,5,2143131,171.036078,taxon average,Academy of Natural Sciences of Drexel University,ANSP,110004,Species,Encyonema minutum,(Hilse) Mann,Encyonema minutum (Hilse) Mann,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema minutum,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Fragilaria capucina var. gracilis,FRcapgra,Fragilaria capucina var. gracilis,KandL-B 2/3 Pl 110 Fig 8-12,34098,,3,0.00000234,2,918485,79.40501872,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34098,Variety,Fragilaria capucina var. gracilis,(¯strup) Hustedt,Fragilaria capucina var. gracilis (¯strup) Hustedt,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria capucina,Fragilaria capucina var. gracilis,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Sellaphora saugerresii,,Sellaphora saugerresii,Diatoms of the United States,,,27,0.00000234,19,8266361,241.6426364,taxon average,Academy of Natural Sciences of Drexel University,ANSP,170134,Species,Sellaphora saugerresii,(Desmazires) Wetzel and Mann,Sellaphora saugerresii (Desmazires) Wetzel and Mann,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora saugerresii,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia ambigua,NIambigu,Nitzschia ambigua,Wallace 1955 Pl 22 Fig6,48261,,2,0.00000234,1,612323,11714,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48261,Species,Nitzschia ambigua,Manguin,Nitzschia ambigua Manguin,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia ambigua,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Melosira varians,MEvarian,Melosira varians,KandL-B 2/3 Pl 4 Fig 1-8,44073,,2,0.00000234,1,612323,4729.599737,taxon average,Academy of Natural Sciences of Drexel University,ANSP,44073,Species,Melosira varians,Agardh,Melosira varians Agardh,D,Diatom,Heterokontophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,Melosira varians,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Gomphonema parvulum,GOparvul,Gomphonema parvulum,KandL-B 2/4 Pl 76 Fig 1-7,37010,,2,0.00000234,1,612323,224.3324525,taxon average,Academy of Natural Sciences of Drexel University,ANSP,37010,Species,Gomphonema parvulum,(KŸtzing) KŸtzing,Gomphonema parvulum (KŸtzing) KŸtzing,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema parvulum,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Diatoma vulgaris,DAvulg,Diatoma vulgaris,KandL-B 2/3 Pl 93 Fig 8-10,27013,,3,0.00000234,2,918485,2739.262983,taxon average,Academy of Natural Sciences of Drexel University,ANSP,27013,Species,Diatoma vulgaris,Bory,Diatoma vulgaris Bory,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Diatoma,Diatoma vulgaris,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Achnanthidium rivulare,Ahrivula,Achnanthidium rivulare,PotapovaandPonader2004 Fig 1-18,1036,,11,0.00000234,8,3367777,51.59938145,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1036,Species,Achnanthidium rivulare,Potapova and Ponader,Achnanthidium rivulare Potapova and Ponader,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium rivulare,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Fragilaria vaucheriae,FRvauche,Fragilaria vaucheriae,KandL-B 2/3 Pl 108 Fig 10-15,34030,,6,0.00000234,4,1836969,198.657243,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34030,Species,Fragilaria vaucheriae,(KŸtzing) Petersen,Fragilaria vaucheriae (KŸtzing) Petersen,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria vaucheriae,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia perminuta,NIpermin,Nitzschia perminuta,KandL-B 2/2 Pl 72 Fig 1-2A,48126,,2,0.00000234,1,612323,82.9997622,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48126,Species,Nitzschia perminuta,(Grunow) Peragallo,Nitzschia perminuta (Grunow) Peragallo,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia perminuta,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia palea var. debilis,NIpaldeb,Nitzschia palea var. debilis,KandL-B 2/2 Pl 60 Fig 1-3,48228,,1,0.00000234,1,306162,149.255887,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48228,Variety,Nitzschia palea var. debilis,(KŸtzing) Grunow,Nitzschia palea var. debilis (KŸtzing) Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea,Nitzschia palea var. debilis,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia fonticola,NIfontic,Nitzschia fonticola,KandL-B 2/2 Pl 73 Fig 1-3,48011,,13,0.00000234,9,3980100,95.29777997,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48011,Species,Nitzschia fonticola,(Grunow) Grunow,Nitzschia fonticola (Grunow) Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia fonticola,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia amphibia,NIamphib,Nitzschia amphibia,KandL-B 2/2 Pl 78 Fig 13-21,48004,,1,0.00000234,1,306162,177.8951261,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48004,Species,Nitzschia amphibia,Grunow,Nitzschia amphibia Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia amphibia,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Fragilaria capucina,FRcapuci,Fragilaria capucina,KandL-B 2/3 Pl 108 Fig 1-8,34006,,2,0.00000234,1,612323,515.786199,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34006,Species,Fragilaria capucina,Desmazires,Fragilaria capucina Desmazires,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria capucina,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Navicula gregaria,NAgregar,Navicula gregaria,Lange-Bertalot 2001 Pl 38 Fig 8-18,46023,,128,0.00000234,92,39188672,305.4948268,taxon average,Academy of Natural Sciences of Drexel University,ANSP,46023,Species,Navicula gregaria,Donkin,Navicula gregaria Donkin,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula gregaria,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Ulothrix,ULO,Ulothrix sp.,,569000,18,,0.00000234,18,7692308,14502.97912,taxon average,Academy of Natural Sciences of Drexel University,ANSP,569000,Genus,Ulothrix,,Ulothrix,N,Green Algae,Chlorophyta,Chlorophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Fragilaria recapitellata,,Fragilaria recapitellata,Diatoms of the United States,,,1,0.00000234,1,306162,857,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34244,Species,Fragilaria recapitellata,,Fragilaria recapitellata,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria recapitellata,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia capitellata,NIcapite,Nitzschia capitellata,KandL-B 2/2 Pl 62 Fig 1-12,48006,,2,0.00000234,1,612323,424.9748857,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48006,Species,Nitzschia capitellata,Hustedt,Nitzschia capitellata Hustedt,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia capitellata,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Sellaphora nigri,,Sellaphora nigri,Wetzel etal. 2015 Fig 319-393,,,16,0.00000234,11,4898584,40.155,taxon average,Academy of Natural Sciences of Drexel University,ANSP,170135,Species,Sellaphora nigri,(De Notaris) Wetzel and Ector,Sellaphora nigri (De Notaris) Wetzel and Ector,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora nigri,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Navicula rhynchocephala,NArhynch,Navicula rhynchocephala,Lange-Bertalot 2001 Pl 9 Fig 6-10,46154,,4,0.00000234,3,1224646,3551.529733,taxon average,Academy of Natural Sciences of Drexel University,ANSP,46154,Species,Navicula rhynchocephala,KŸtzing,Navicula rhynchocephala KŸtzing,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula rhynchocephala,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Nitzschia paleacea,NIpaleac,Nitzschia paleacea,KandL-B 2/2 Pl 81 Fig 1-7,48165,,10,0.00000234,7,3061615,54.24108104,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48165,Species,Nitzschia paleacea,Grunow,Nitzschia paleacea Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia paleacea,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Navicula lanceolata,NAlancel,Navicula lanceolata,Lange-Bertalot 2001 Pl 39 Fig 15-22,46859,,40,0.00000234,29,12246460,1724.98925,taxon average,Academy of Natural Sciences of Drexel University,ANSP,46859,Species,Navicula lanceolata,(Agardh) KŸtzing,Navicula lanceolata (Agardh) KŸtzing,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula lanceolata,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Mayamaea permitis,MYpermit,Mayamaea permitis,KandL-B 2/1 Pl 74 Fig 14-17,211010,,30,0.00000234,21,9184845,34.4898625,taxon average,Academy of Natural Sciences of Drexel University,ANSP,211010,Species,Mayamaea permitis,(Hustedt) Bruder and Medlin,Mayamaea permitis (Hustedt) Bruder and Medlin,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Mayamaea,Mayamaea permitis,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Meridion circulare,MDcircul,Meridion circulare,PandR 1966 Pl 2 Fig 15,45001,,1,0.00000234,1,306162,468.1991561,taxon average,Academy of Natural Sciences of Drexel University,ANSP,45001,Species,Meridion circulare,(Greville) Agardh,Meridion circulare (Greville) Agardh,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Meridion,Meridion circulare,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Planothidium lanceolatum,PTlanceo,Planothidium lanceolatum,KandL-B 2/4 Pl 41 Fig1-8,155003,,11,0.00000234,8,3367777,314.5304063,taxon average,Academy of Natural Sciences of Drexel University,ANSP,155003,Species,Planothidium lanceolatum,(BrŽbisson ex KŸtzing) Lange-Bertalot,Planothidium lanceolatum (BrŽbisson ex KŸtzing) Lange-Bertalot,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium lanceolatum,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Fragilaria mesolepta,FRmesolept,Fragilaria mesolepta,KandL-B 2/3 Pl 110 Fig 14-16,34237,,2,0.00000234,1,612323,287.94,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34237,Species,Fragilaria mesolepta,Rabenhorst,Fragilaria mesolepta Rabenhorst,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria mesolepta,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Achnanthes subhudsonis var. kraeuselii,ACsubkra,Achnanthes subhudsonis var. kraeuselii,Hohn and Hellerman1963 Pl 1 Fig 33-34,2132,,17,0.00000234,12,5204746,47.59415742,taxon average,Academy of Natural Sciences of Drexel University,ANSP,2132,Variety,Achnanthes subhudsonis var. kraeuselii,(Cholnoky) Cholnoky,Achnanthes subhudsonis var. kraeuselii (Cholnoky) Cholnoky,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Achnanthes,Achnanthes subhudsonis,Achnanthes subhudsonis var. kraeuselii,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Ulnaria ulna,ULulna,Ulnaria ulna,PandR 1966 Pl 7 Fig 1-2,245001,,3,0.00000234,2,918485,693.8625,taxon average,Academy of Natural Sciences of Drexel University,ANSP,245001,Species,Ulnaria ulna,(Nitzsch) CompŽre,Ulnaria ulna (Nitzsch) CompŽre,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria ulna,,,15.6
01189000,2016-04-21,13:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,4,112,Encyonema silesiacum,ECsilesi,Encyonema silesiacum,Krammer 1997 T1 Pl 4 Fig 1-18 Pl 7 Fig 1 2 6-19,110005,,4,0.00000234,3,1224646,736.0244515,taxon average,Academy of Natural Sciences of Drexel University,ANSP,110005,Species,Encyonema silesiacum,(Bleisch) Mann,Encyonema silesiacum (Bleisch) Mann,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema silesiacum,,,15.6
01189000,2016-05-20,15:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,5,141,Fragilaria capucina var. gracilis,FRcapgra,Fragilaria capucina var. gracilis,KandL-B 2/3 Pl 110 Fig 8-12,34098,,13,1.08611E-05,6,595528,79.40501872,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34098,Variety,Fragilaria capucina var. gracilis,(¯strup) Hustedt,Fragilaria capucina var. gracilis (¯strup) Hustedt,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria capucina,Fragilaria capucina var. gracilis,,15.6
01189000,2016-05-20,15:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,5,141,Mayamaea permitis,MYpermit,Mayamaea permitis,KandL-B 2/1 Pl 74 Fig 14-17,211010,,7,1.08611E-05,3,320669,34.4898625,taxon average,Academy of Natural Sciences of Drexel University,ANSP,211010,Species,Mayamaea permitis,(Hustedt) Bruder and Medlin,Mayamaea permitis (Hustedt) Bruder and Medlin,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Mayamaea,Mayamaea permitis,,,15.6
01189000,2016-05-20,15:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,5,141,Fragilaria capucina,FRcapuci,Fragilaria capucina,KandL-B 2/3 Pl 108 Fig 1-8,34006,,2,1.08611E-05,1,91620,515.786199,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34006,Species,Fragilaria capucina,Desmazires,Fragilaria capucina Desmazires,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria capucina,,,15.6
01189000,2016-05-20,15:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,5,141,Nitzschia paleacea,NIpaleac,Nitzschia paleacea,KandL-B 2/2 Pl 81 Fig 1-7,48165,,9,1.08611E-05,4,412288,54.24108104,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48165,Species,Nitzschia paleacea,Grunow,Nitzschia paleacea Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia paleacea,,,15.6
01189000,2016-05-20,15:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,5,141,Nitzschia amphibia,NIamphib,Nitzschia amphibia,KandL-B 2/2 Pl 78 Fig 13-21,48004,,2,1.08611E-05,1,91620,177.8951261,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48004,Species,Nitzschia amphibia,Grunow,Nitzschia amphibia Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia amphibia,,,15.6
01189000,2016-05-20,15:00,APER,"PEQUABUCK R AT FORESTVILLE, CT.",2016,5,141,Leptolyngbya,LEL,Leptolyngbya sp.,,863016,17,,1.08611E-05,17,1565219,5.445100815,taxon average,Academy of Natural Sciences of Drexel University,ANSP,863016,Genus,Leptolyngbya,,Leptolyngbya,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,,,,15.6
